entity,year,人力资本,财政支农,数字基建,创业活跃度,收入
省06,2018,2.375207265713865,2.248377728249816,2.0820485555227455,3.745977890507862,1.7925458366755236
省06,2019,2.469222881214579,1.8886811352393793,2.1708811658997407,5.021937768056653,2.0430928795814363
省06,2020,1.896771540298433,2.240659884254795,2.247194091008141,4.988164463329466,2.0121800700997317
省06,2021,2.512360393623299,2.544466891973961,2.265325824981615,4.9680490072498245,1.9563492491854482
省06,2022,2.0018728081327657,1.999389019246133,1.9716288522809704,5.8175301980212994,2.0483744653107547
省07,2012,1.3995227535914314,1.3475183954109071,1.1772172908366039,1.881067260156064,1.2906082310064055
省07,2013,1.2141077857049727,1.2641884006981925,1.2375848302895698,2.1988960874800996,1.342826928700844
省07,2014,1.658884377546985,1.3773928317873536,1.3465532644682514,2.094266301776331,1.3750518695931997
省07,2015,1.7477606381776125,1.6549965380068896,1.4758644176017157,2.690247701636449,1.5688271011016237
省07,2016,1.7000277657209737,1.8460469020002512,1.3251619310060454,2.9760506828485607,1.5142817268332762
省07,2017,1.391540629992455,1.6973605598327717,1.7615222400913573,3.339608343410244,1.762636875515628
省07,2018,1.9383935826692762,1.5747540080677218,1.6867114917933577,3.1748184754934914,1.6481120481349016
省07,2019,2.0905597512756153,1.9923169880032559,1.5118722049313829,3.197262649438804,1.6390076944849428
省07,2020,1.705153943167055,2.11801196097422,1.5726416660090334,3.616054969424446,1.5807873078558825
省07,2021,2.250595323801803,1.576252726546873,1.7408142932670545,3.6726096661121295,1.8397118824507062
省07,2022,1.7742352793735734,2.3492617128739672,2.14395286058475,4.466323167015871,1.8773406398790127
省08,2012,1.055425605484434,1.340554941278099,1.4411543035315746,1.745140868483215,1.2647972019237235
省08,2013,1.1217906079444673,1.5273411241967654,1.5965012750605627,2.177117343870443,1.231792688745376
省08,2014,1.6351216261160584,1.1754470621429192,1.2685717545057211,2.4715591250941653,1.4304939423599974
省08,2015,1.7307003062964972,1.3082624599280748,1.6599761273033808,2.813933886402554,1.5872608222340485
省08,2016,1.7286154041304136,1.9010365581517932,1.6658720546074,2.5748996130635433,1.4722264580336524
省08,2017,1.3658289544899747,1.9287823623153655,1.812039795707154,3.180341252778762,1.6390065790569857
省08,2018,1.5276412949067164,2.0848835819026124,1.7200556940358036,3.158080125624849,1.7461473561855188
省08,2019,1.8791079989733337,1.5669844559944088,2.1520252747662534,3.7340907468300104,1.770418047379481
省08,2020,2.0554746009521705,2.0169938448118003,2.2388217559109655,3.8527470131539023,1.7730671353185847
省08,2021,1.9045135762513958,1.9600750943435366,1.6788772095851123,4.196757043990251,1.8954634117061806
省08,2022,1.8969589280667332,1.998361382260985,2.149054646890521,4.236837365976598,1.9346469487260531
省09,2012,0.6051958036763023,0.5571690839314191,0.6503001760659983,0.7715516694484111,0.6260446048392374
省09,2013,0.64406873568718,0.6589114600033928,0.5927202938331226,0.7417702507835482,0.5701285852701545
省09,2014,0.7603296536525687,0.745119218051309,0.7463811544269368,0.8877783903896231,0.6139577066357703
省09,2015,0.7557439040067067,0.72084166394035,0.778532960739659,1.0257707692722378,0.7718643669349092
省09,2016,0.8526052271719735,0.8992425452624243,0.9100389003332812,1.081174133493178,0.9615502573383217
省09,2017,0.9144911228573358,0.7559437764527377,0.9267432423090831,1.0758513655401418,0.780599385293017
省09,2018,0.702374845935828,0.7792708248259895,0.7975578009888404,1.2301947493888103,0.8697945413832839
省09,2019,0.9785064319140132,0.718775463428725,1.0086465444915285,1.1415035850514734,0.8232595596682739
省09,2020,0.8008064638722863,0.9671050034530901,0.7881859756549989,1.1811508692274688,0.7597542193275878
省09,2021,1.1589991159978286,1.072577274055289,0.8941526002453334,1.3405071399568111,0.6736024603522094
省09,2022,0.959894989698159,1.0616180184073438,0.8082978850603632,1.4561439143426018,0.9793768657733433
省10,2012,0.8225595250681109,0.8233789720085158,1.0782334853327236,1.3424318205317398,1.0136504276307736
省10,2013,1.1440418663484115,1.204990895653507,0.8629852696719077,1.4784067237999197,1.128220190600265
省10,2014,0.8856286160095729,1.1731449186166027,1.0362371548536196,1.523901770739848,1.1577302430504484
省10,2015,0.978324794318804,1.3040748299811966,0.9171931102674887,1.5513555672293036,1.2181212703134943
省10,2016,1.1738577685327618,1.21922807629928,1.175315515143648,1.5881232227520194,1.0152023997002393
省10,2017,1.4053033353015738,1.3034981496612248,1.3092112824112467,1.6996614960581196,1.1250571603611252
省10,2018,1.0640625636722627,1.2235600832728577,1.312960952874746,2.021809096842971,1.215231513748396
省10,2019,1.3401403371175322,1.4945583656697965,1.5395727710013698,2.2446202196196148,1.3360342937898544
省10,2020,1.4555895979061537,1.603645482751976,1.3168830304708055,2.3489844593286953,1.323572779369593
省10,2021,1.707919567253035,1.540188475182244,1.2747945275438473,2.189500046891146,1.3069558248900988
省10,2022,1.2315925959596967,1.7806190422448231,1.4891147634100528,2.450708559867243,1.4975936719649476
省11,2012,0.6991861850213824,0.7934788598344525,0.9415184805460569,1.2025795371838373,0.8858359112314695
省11,2013,0.9674841821336025,0.9147406611865694,1.01957160851059,1.3882605044093959,0.9295253968712057
省11,2014,1.1560005985250732,1.0853089435254661,1.1183894526809124,1.4203654024194203,0.9869541736829652
省11,2015,1.0029171255323215,1.0493682164898024,1.090880327384016,1.5306184100858617,1.058569446477921
省11,2016,0.9883219790413706,1.1807513835766918,1.1877613948270531,1.7405775887714425,1.173846920959067
省11,2017,0.9241713419017547,1.25762255219554,1.1273733203753953,1.488487537393094,1.0545844300971394
省11,2018,1.4106813366081494,1.142397616190528,1.3234066959905502,1.7390739948480807,1.1970455345226472
省11,2019,1.3859359757320022,1.4465962781057753,1.3960870742118288,1.8891431653111017,1.2775331100692837
省11,2020,1.056129528508012,1.087361240177587,1.3791533065518737,1.8864484167518585,1.2549651830405097
省11,2021,1.537064082751849,1.4694627703262604,1.5024199642979414,2.0643834674952193,1.1487583803053178
省11,2022,1.4612117765087798,1.5928639156969222,1.1171294389577073,2.039021495117452,1.325528598083012
省12,2012,1.1583090484962506,1.370468014117675,1.652556187698813,2.4646380722550556,1.4482780646628899
省12,2013,1.7257852523212738,1.4204377477181058,1.726126165832174,2.618290587761263,1.6071146494752993
省12,2014,1.5321018357258906,1.454047050701537,1.8450607920653417,2.858395109523895,1.5370199464975156
省12,2015,1.5771310590331362,1.8301480872206506,1.89061729852515,2.7351317843387135,1.551708693822144
省12,2016,1.7040413664427365,1.51217592631202,1.822173611497772,3.557757228456051,1.8763327851739933
省12,2017,2.1629120256687644,1.8525068533055795,1.5835247923414062,3.3847330780441034,1.6450025076201746
省12,2018,1.7090883888511716,1.5660341116479903,1.9041381176330727,3.9139171465587803,1.988225494392744
省12,2019,1.9614834716592566,2.3981506331769973,2.230197831240459,4.239654381792764,1.9403244241165678
省12,2020,2.4469334943351058,1.8878633213207314,1.9640888162250838,4.334787658935668,1.9252771368046415
省12,2021,2.410188234928727,2.276972523890458,2.3320738446869713,5.143963648337495,2.1073745806725146
省12,2022,2.120736491397801,1.9681974778517106,2.62462150613857,4.985485614140149,2.0830374973499843
省13,2012,1.2774568644305928,1.2737277196617995,1.11567399619138,1.70200909880251,1.1746733696324836
省13,2013,1.2971765960089507,1.3650962980655734,1.4077352236856242,1.9992605921251927,1.2510651921845501
省13,2014,1.3129884248382238,1.0771189688687453,1.3594941189163174,1.787931852148045,1.2234190342532139
省13,2015,1.313572399917771,1.0991603302852877,1.59799510019482,2.0468270956931076,1.2814629898693168
省13,2016,1.2743218381220207,1.1718933560408615,1.392928538148766,1.9664498177477319,1.3065017403434456
省13,2017,1.2199315225142344,1.2560007245706841,1.4183267210644062,2.338347044898385,1.4137430277393241
省13,2018,1.373346396312964,1.432493098074773,1.4897749914624208,2.8965523460382934,1.5709585458201718
省13,2019,1.3722446210114236,1.8599821898727622,1.3002319161002414,2.6557412002948904,1.596016687365655
省13,2020,1.5798970593252066,1.646417222922268,1.882920987848359,3.0485553590766097,1.5845559669638776
省13,2021,1.6364753372005487,1.5801003174621804,1.7473636158162733,3.0134871408127077,1.5768220015851768
省13,2022,1.7062702844556075,2.145257441587933,1.4997036523035856,3.2225333136553425,1.6419667647693752
省14,2012,1.137815207036997,1.0832751046684943,1.131334394757175,2.05882891958704,1.2331987432491878
省14,2013,1.2273224016411683,1.1392472351713567,1.1837484871605222,2.062609045286684,1.4111511920507418
省14,2014,1.5225078743448177,1.5349425383910804,1.6885674077927162,2.1216049041042266,1.2752562901706446
省14,2015,1.6352299287881875,1.3502947976279935,1.7312653827896074,2.923042335267547,1.5290986409420304
省14,2016,1.914990646125145,1.6103443868223883,1.7080801258963663,2.7072731666297156,1.515863486198207
省14,2017,1.934992381225761,1.59467846579831,1.9253999411762321,3.3711351262543854,1.796265488754308
省14,2018,1.7370904913624001,1.6677296211724812,1.495370053756953,3.3513729744485716,1.7549937471884032
省14,2019,1.5169580922378618,1.6269928772906732,2.047508159218153,3.701363929725469,1.8129914905557891
省14,2020,1.81450442996899,2.263101625292806,2.0311635323146717,4.525571560342043,1.9864115881232278
省14,2021,2.1943911229965813,1.770560685379758,2.0429951319542945,4.046714893662068,1.9189685936908494
省14,2022,1.7071707853103253,2.5338479297602845,2.1880710617355175,4.003460486132551,1.8799302505594877
省15,2012,1.0869566692651977,0.9570749923204057,0.9893743309371872,1.4030523128112817,0.9443298339546484
省15,2013,1.0378468149471305,0.9179195640105027,1.0654687162630299,1.266343021587391,0.9785007585601434
省15,2014,1.0970772875463308,0.9430497407330437,1.2146477122165107,1.2965483088695196,0.894819017800618
省15,2015,1.137070035709877,1.0669925794856552,1.192321771198725,1.633119454330593,1.0880393852035475
省15,2016,1.2907580136408898,1.3960406231357652,1.132058457101955,1.7711688742119451,1.2350835275212027
省15,2017,1.3716627809819453,1.2363628313726287,1.181286601887978,1.6366580675689553,1.1966462441190058
省15,2018,1.2291592070823942,1.37674734967934,1.103096053154365,2.0337178876103232,1.1761931717775007
省15,2019,1.1786449555064196,1.532012454117144,1.5607344483351266,1.8463728178125018,1.1824548483295712
省15,2020,1.5266601999889466,1.6075707327955349,1.3287037986159205,2.069413504316109,1.2278135173395206
省15,2021,1.587180954930277,1.61729820648517,1.4934994256046232,2.4042670811169664,1.3585417198656204
省15,2022,1.730189965673695,1.689449504418152,1.2678656489844256,2.5203776904220825,1.3248988370496595
省16,2012,0.588522326550123,0.8666430058108008,0.6915006635357389,1.0193654622037862,0.8414375444795372
省16,2013,0.738382253498497,0.7151026893833184,0.8044032871560708,1.1309466945966202,0.9038959400101023
省16,2014,0.8476658838274513,0.9563559018291649,0.8039644686320957,1.077385040663776,0.8680654399508377
省16,2015,0.8217932064670775,0.7315172876171845,0.742420083371464,1.1414284638357566,0.9090126388438623
省16,2016,1.0658625986305665,0.8092886929303593,0.7571039104107276,1.1893754835968944,0.9066837379366243
省16,2017,0.861500767780665,0.832750742875024,0.8265783604229329,1.385522850194512,0.9043755027222764
省16,2018,0.8938747647504642,0.8091070213848203,0.981722305209629,1.3416576596043068,0.9128548384184052
省16,2019,1.0308228711185357,0.8718669394071807,0.930417448861646,1.506757034120062,1.039714888605947
省16,2020,1.2384968460231354,1.2492302970976015,1.2849323649680031,1.5868489669041312,1.0004568250757793
省16,2021,0.9281329196984264,0.9576867229208637,1.0323527313239045,1.6931776922217703,0.9656077545145219
省16,2022,1.3245271949126636,1.2179241080925434,1.1832997364744793,1.521822456046333,1.0563509276180045
省17,2012,0.9112928787014648,1.2030421287185702,1.0901149549612188,1.4123468175687388,1.0219136968354567
省17,2013,1.0602912698716587,1.0753163472366214,1.2341239956821723,1.517601217023087,1.0383285896085834
省17,2014,1.3897417536719139,1.0019120641026755,1.3682844176801319,1.6225602858607564,1.148247866523965
省17,2015,1.4168745974524632,1.0848727343372013,1.201387274756301,1.7125970052577137,1.110611189470592
省17,2016,1.4176589457721538,1.491459175399544,1.5036156729662986,1.8987590666911909,1.3099483115110118
省17,2017,1.2329902980437628,1.231010685050199,1.1851973408910983,2.0642718069577137,1.2411975146684586
省17,2018,1.593354374455724,1.444367621327619,1.4288471266573015,2.3516762651932686,1.3015998026147115
省17,2019,1.4583134131426359,1.27693001092398,1.2732814885573465,2.4589627926072057,1.410111878757747
省17,2020,1.8437281267417065,1.3507517543772025,1.594758510605792,2.6940079256565173,1.5122846271000217
省17,2021,1.318772640153201,1.3765234103565338,1.894855397337741,2.5583505764665486,1.437078780438115
省17,2022,1.6637224981599557,1.6201467937336882,1.708856674809951,3.2283613137229255,1.6527886972891885
省18,2012,0.6356042437557674,0.6183078558086956,0.5567716371296317,0.7651470752822755,0.5906845566588173
省18,2013,0.5597285190870024,0.4900954640864335,0.559971548229025,0.8107264995096739,0.6281496069846628
省18,2014,0.6948346777506802,0.7056447268347995,0.5587179043919916,0.7974526542928319,0.5814765711887788
省18,2015,0.7022989171074054,0.5328579043516591,0.7966004478695127,0.8302187919242479,0.658872013815275
省18,2016,0.687461237285906,0.5953904069618324,0.6019053942205423,0.8053117310755887,0.6561141416177445
省18,2017,0.8566432322175784,0.6799418346583719,0.7992750478081926,0.9170328344523667,0.6962770156804131
省18,2018,0.7973696878853238,0.7584438613058918,0.9048326713306915,1.051297848035755,0.8213367701676304
省18,2019,0.8576548063566788,0.9114288028708288,0.653387590752431,0.9402756658555187,0.6386960751601002
省18,2020,0.9177671956319937,0.9986050279641387,0.8449348352768302,1.1436596606138456,0.6770026306985855
省18,2021,1.0237128033890017,0.8218553618228057,0.9511160710367406,1.0938163169801223,0.7789118086530826
省18,2022,0.9814146087013801,0.9053314362793633,1.0490018791014941,1.2190015767200701,0.8369471496258483
省19,2012,1.2439173530214191,1.2788575439141165,1.2957946339658952,2.20518530802776,1.3935314225426767
省19,2013,1.501571735728991,1.4948324059342746,1.498993464589765,2.086221574260065,1.394252193888208
省19,2014,1.3072106267734376,1.652385472230065,1.7014422174145336,2.455479263957524,1.4907016974685119
省19,2015,1.3343479810144834,1.4257059314205012,1.3401705451517858,2.693001089980136,1.4431723510245653
省19,2016,1.9164650004187953,1.4503721532630665,1.6739719107608202,3.1737163251788636,1.642733563629697
省19,2017,1.8019027820908524,1.556854134060408,1.8125466541023785,3.220367407878028,1.4909026976485322
省19,2018,1.7331213528130816,1.9395001084051309,1.4612384034591575,4.013493150790494,1.8095631055735315
省19,2019,1.968358174453024,1.842963902855732,2.2139743373789638,3.9926782057668033,1.750068671204041
省19,2020,1.9999072920988454,1.9568964307415844,2.0687997013683854,4.041860672033735,1.9128757502849991
省19,2021,2.3820436161183767,2.3912053879735105,2.3253286026293445,4.043019621480611,1.8640793227470318
省19,2022,2.349093371408161,2.3473284617775723,2.1077324904458736,5.005742778200108,2.026447737878463
省20,2012,1.197219089748444,1.036296838488117,1.0220325589194241,1.5112344145389036,1.0214791466804356
省20,2013,1.0646644371141507,1.3512160641992914,1.3725749788787278,1.754618858088434,1.2238257645337869
省20,2014,1.1843843724638654,1.41829785166636,1.4394204103261414,1.6880079332105693,1.1932814694172296
省20,2015,1.1300940642230255,1.2766414076181063,1.6016940677236184,2.138429936242208,1.2952255646047064
省20,2016,1.3599312537320558,1.4704344617369718,1.6462534632007066,1.9774905118609187,1.2849670400089717
省20,2017,1.2581377514128718,1.6422529824147922,1.3361886565179593,2.352140672524213,1.5294045114342163
省20,2018,1.3001053711529007,1.743777067863233,1.3398203390711774,2.7019328278709387,1.4799953769076621
省20,2019,1.6074559161800408,1.7266262469671607,1.7051082474489363,2.8019353859378326,1.5056109316079307
省20,2020,1.6858902105368498,1.403668831745706,1.827505863513339,3.2271731799645247,1.5318457638396135
省20,2021,1.7157216845416434,1.6903247725218202,1.430055103331724,3.256109815357145,1.7188064596345212
省20,2022,2.018863123685966,2.0512060564707366,2.0433193234559495,3.4431660984485757,1.7390694445508177
省21,2012,1.3833030890364162,1.4097574807688946,1.2536881802805493,1.9197119165943852,1.3623729455100209
省21,2013,1.5357793610498343,1.1181184070130075,1.1487534002773345,1.8848457513751293,1.3017571513240151
省21,2014,1.1570099282701891,1.1275389914189466,1.3731648539961419,2.100753950000371,1.4120592718381453
省21,2015,1.574956751330635,1.6764221611019472,1.287396655978719,2.2188334455077725,1.4279345521241915
省21,2016,1.7616622764137124,1.5843289084281282,1.7592131992750015,2.860471147305704,1.4901935992882616
省21,2017,1.7910825608900256,1.476837769605736,1.8005890572442962,3.046934666966546,1.6831462825769412
省21,2018,1.6868260801807426,1.62059309254964,1.5188125019227,3.320928544748311,1.628410346293986
省21,2019,1.5141602745224851,1.490630130162744,1.5551643955867869,3.518074199858043,1.6549647826307656
省21,2020,1.7863788122838318,2.2272052653284375,1.591769174588096,4.089166226987705,1.8428463315788641
省21,2021,1.8544686290161017,2.22813864044656,2.3060332073043677,3.833850670961298,1.7793085809811613
省21,2022,1.788133528243228,2.1386073497923204,1.8431155136574247,3.6101187087223012,1.6910618398448536
省22,2012,0.8719271140020928,0.9668267197394501,0.9264882563684588,1.1200784563083412,0.7339399163080246
省22,2013,0.9425940842181215,0.9007946527202432,0.8189078678419189,1.109116563095083,0.8643123131215898
省22,2014,1.0821049861235363,0.9805069665150108,0.9131853539096322,1.3527114514730771,0.8601504062833332
省22,2015,0.9336224469450903,1.0341925350590366,1.0795909531372707,1.4227271722332535,1.0120016311720637
省22,2016,0.9376623388643727,1.2268238789661834,1.1216167914949022,1.3644487620082675,1.0760597949244266
省22,2017,1.0975335753783224,1.1002600468881938,1.30441834720495,1.7327684116099935,1.1171946906003032
省22,2018,1.2020271572747188,1.0205985279034455,1.245610623950882,1.6092520209233652,1.1708935035397845
省22,2019,1.0712060419481135,1.1759242350174688,1.056233878150885,1.6842244774237438,1.2724035599140304
省22,2020,1.1738410827750985,1.19425912445386,1.039718906377043,2.0001959267280474,1.1881446188529279
省22,2021,1.3741280041466248,1.160890980001203,1.5204009036162962,2.0586706760634654,1.421593283970394
省22,2022,1.1525315529358358,1.1568648783599988,1.4326335710923574,1.87399727506302,1.2247046336851741
省23,2012,1.6202806702665264,1.658834926792764,1.4860288905572878,2.511193566597096,1.375069306451055
省23,2013,1.4973711108839391,1.4491510447579925,1.8387044544693847,2.5882985979250055,1.6068376316718613
省23,2014,1.4299785945878543,1.9625407651716518,1.646285421879156,3.2907625994083602,1.662531056483687
省23,2015,1.7942564073624945,1.4772291475065742,1.6112267733416317,3.2607034918524125,1.6982231714078555
省23,2016,2.090755672239925,1.8888296183418036,1.7205721256882789,3.4155165236735456,1.814292886447108
省23,2017,2.0137349960609856,2.2382848601996144,2.242881260159883,3.8014155650825185,1.795894410129172
省23,2018,1.9609835895642378,2.054500754910173,1.9696013619012873,4.092008721975463,1.8981822708960665
省23,2019,1.9386247651927329,1.9595214239009051,1.9869728932703075,4.706936375748154,2.0095999923346612
省23,2020,2.370887828698486,2.080074769724539,1.9280955103987154,4.911892523129333,2.1981490775073453
省23,2021,2.0451117508521475,2.5609302455504483,2.652172977889536,5.515294929509207,2.0967395227862142
省23,2022,1.9319804504886593,2.7724609821067574,2.2519184461301878,6.028213963544469,2.258066957038624
省24,2012,1.1170707155472697,1.135974366383944,1.493659220867195,2.325003206798685,1.422965306796932
省24,2013,1.6205161354118094,1.6847147779043192,1.4745922551078552,2.2885580038200577,1.4918730294157445
省24,2014,1.739198976346166,1.4546424616142706,1.7966889481018242,2.5533898829370187,1.5961003258719995
省24,2015,1.4928704381431404,1.4207016924151383,1.824649486284328,3.3011992341753538,1.7623700423526345
省24,2016,2.0490670647574,2.047798382139662,1.9732146559217523,2.995384330003214,1.5014095144506356
省24,2017,2.084996143134693,1.7201162480761292,1.5220895965106862,3.4483252497081396,1.6488042310740734
省24,2018,1.9434452258665935,2.260041584080816,1.9758957534962298,3.9268634003560114,1.8601990927874221
省24,2019,1.9130447319502333,1.6762739355021645,2.2114659860388426,4.237681145954004,1.9793456685131827
省24,2020,1.9000048951758288,2.3705430912460566,1.6692244239198677,4.175393848570712,1.8963604536795997
省24,2021,2.308566211788147,1.8565418694415479,2.289861674823822,4.83492495720608,2.0501091754869956
省24,2022,1.8189436465649804,2.194869858131862,2.2488326359556083,5.266439780811185,2.0879018583953597
省25,2012,1.119083773096372,1.1986845076035526,1.0722109965472986,1.7325191617451097,1.1512716919394639
省25,2013,1.5225587226576245,1.6122370037646896,1.1278305209434938,2.1700465413780092,1.4124261602539718
省25,2014,1.5086676988573158,1.3911416545619737,1.392315857287278,2.5823199203750633,1.4588528876157927
省25,2015,1.8062948954200746,1.785275276466857,1.2311707951522979,2.620552258505864,1.5052603039859376
省25,2016,1.8407221792456745,1.2967627065063247,1.8615738087426192,2.5811052999000794,1.4754773659763483
省25,2017,1.3692876286426132,1.8843986184941133,1.4330602157373171,2.6315518500255504,1.4946287898836672
省25,2018,1.7855077140873115,1.6671334192337486,1.7003634869855222,3.487246969169027,1.6318015778932136
省25,2019,1.6778164369063804,1.5897446170910072,1.659948841907169,4.008948230642596,1.7991226363355441
省25,2020,2.1699836297469894,2.049304464774816,2.1417670905031683,3.337156944300412,1.6995778630871976
省25,2021,2.3178671968462927,1.6749279818815275,2.201639417218464,4.501312987269468,1.919985756442239
省25,2022,2.3717974415866885,2.4314271733111954,2.213005231635886,4.502043845078368,1.962061267516495
省26,2012,0.6630580585356369,0.656183239346726,0.6644932889307253,0.8167337996243422,0.46527431154934806
省26,2013,0.8187462032499042,0.720434051387528,0.8631651597676425,0.8976898273337522,0.8292712650374066
省26,2014,0.6714172532360088,0.686447019226237,0.926043519246982,0.9547122562703654,0.8822940693707672
省26,2015,0.9626827747147098,0.976130602760839,0.7332343109155139,1.1008524694245143,0.8470467097342826
省26,2016,0.7109008428467751,0.7563098601378282,0.8849770620341519,1.0606671442821922,0.8076476673826466
